"","phase","date","site","bait_take","species","prints_count","raven_visit_1_pa","raven_visit_1_time","raven_visit_2_pa","raven_visit_2_time","raven_visit_3_pa","raven_visit_3_time","fox_visit_1_pa","fox_visit_1_time","fox_visit_2_pa","fox_visit_2_time","fox_visit_3_pa","fox_visit_3_time","fox_visit_4_pa","fox_visit_4_time","fox_visit_5_pa","fox_visit_5_time","treatment","foxes","ravens","bait_notes","bait_yes","minimum_temperature_c","maximum_temperature_c","rainfall_mm","evaporation_mm","sunshine_hours","direction_of_maximum_wind_gust","speed_of_maximum_wind_gust_km_h","time_of_maximum_wind_gust","x9am_temperature_c","x9am_relative_humidity_percent","x9am_cloud_amount_oktas","x9am_wind_direction","x9am_wind_speed_km_h","x9am_msl_pressure_h_pa","x3pm_temperature_c","x3pm_relative_humidity_percent","x3pm_cloud_amount_oktas","x3pm_wind_direction","x3pm_wind_speed_km_h","x3pm_msl_pressure_h_pa","fox_visit_pa","fox_visit_n","raven_visit_pa","raven_visit_n"
"21","1",2024-01-15,"F34",1,"Unknown","T",0,NA,0,NA,0,NA,1,"0.80555555555555547",1,1899-12-31 21:07:00,1,1899-12-31 01:50:00,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"Yes",3,"No",0
"22","1",2024-01-15,"F48",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"23","1",2024-01-15,"F52",1,"Unknown","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"24","1",2024-01-15,"F53",1,"Unknown","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"25","1",2024-01-15,"F54",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"26","1",2024-01-15,"F57",0,"Not taken","T",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"27","1",2024-01-15,"F58",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"28","1",2024-01-15,"F09",1,"Raven","0",0,NA,0,NA,0,NA,1,"0.88055555555555554",1,1899-12-31 22:06:00,1,1899-12-31 23:34:00,1,1899-12-31 04:27:00,0,NA,"Control",NA,1,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"Yes",4,"No",0
"29","1",2024-01-15,"F10",1,"Raven","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"30","1",2024-01-15,"F11",1,"Raven","1F",1,1899-12-31 16:09:00,0,NA,0,NA,1,"0.34583333333333338",1,1899-12-31 08:24:00,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"Yes",2,"Yes",1
"31","1",2024-01-15,"F14",1,"Raven","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"32","1",2024-01-15,"F22",1,"Raven","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"33","1",2024-01-15,"F40",1,"Raven","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"34","1",2024-01-15,"F02",1,"Unknown","SM",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"35","1",2024-01-15,"F15",1,"Unknown","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"36","1",2024-01-15,"F17",1,"Unknown","1F",0,NA,0,NA,0,NA,1,"0.21249999999999999",0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"Yes",1,"No",0
"37","1",2024-01-15,"F20",1,"Unknown","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"38","1",2024-01-15,"F28",1,"Unknown","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"39","1",2024-01-15,"F03",1,"Raven","SM",1,1899-12-31 09:38:00,0,NA,0,NA,1,"0.82986111111111116",0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"Yes",1,"Yes",1
"40","1",2024-01-15,"F27",1,"Fox","1F",0,1899-12-31,0,NA,0,NA,0,"0",0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"41","1",2024-01-15,"F32",1,"Unknown","T",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",13.3,20.5,20.6,NA,NA,"ENE",39,1899-12-31 17:12:00,15.4,81,8,"SE","17",1022.6,18.5,71,8,"ENE",28,1021,"No",0,"No",0
"42","1",2024-01-16,"F05",1,"Fox","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"43","1",2024-01-16,"F06",1,"Fox","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"44","1",2024-01-16,"F09",1,"Fox","1F",1,1899-12-31 08:20:00,0,NA,0,NA,1,"0.95833333333333337",1,1899-12-31 01:14:00,1,1899-12-31 02:56:00,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"Yes",3,"Yes",1
"45","1",2024-01-16,"F30",1,"Fox","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"46","1",2024-01-16,"F34",1,"Fox","-",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"47","1",2024-01-16,"F35",1,"Fox","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"48","1",2024-01-16,"F52",1,"Fox","T",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"49","1",2024-01-16,"F53",1,"Fox","-",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"50","1",2024-01-16,"F55",1,"Fox","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"51","1",2024-01-16,"F56",1,"Fox","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"52","1",2024-01-16,"F18",1,"Fox","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"53","1",2024-01-16,"F19",1,"Fox","0",0,NA,0,NA,0,NA,1,"0.99375000000000002",0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"Yes",1,"No",0
"54","1",2024-01-16,"F23",1,"Fox","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"55","1",2024-01-16,"F24",1,"Fox","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"56","1",2024-01-16,"F04",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"57","1",2024-01-16,"F08",0,"Not taken","SM",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"58","1",2024-01-16,"F15",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"59","1",2024-01-16,"F20",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"60","1",2024-01-16,"F22",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"61","1",2024-01-16,"F26",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"62","1",2024-01-16,"F27",0,"Not taken","T",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"63","1",2024-01-16,"F40",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"64","1",2024-01-16,"F48",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"65","1",2024-01-16,"F54",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"66","1",2024-01-16,"F57",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"67","1",2024-01-16,"F58",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"68","1",2024-01-16,"F03",1,"Raven","SM",1,1899-12-31 13:41:00,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"Yes",1
"69","1",2024-01-16,"F07",1,"Raven","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"70","1",2024-01-16,"F10",1,"Raven","SM",1,1899-12-31 17:14:00,1,1899-12-31 18:48:00,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"Yes",2
"71","1",2024-01-16,"F11",1,"Raven","SM",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"72","1",2024-01-16,"F12",1,"Raven","SM",1,1899-12-31 18:54:00,1,1899-12-31 20:27:00,1,1899-12-31 08:52:00,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"Yes",3
"73","1",2024-01-16,"F13",1,"Raven","SM",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"74","1",2024-01-16,"F14",1,"Raven","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
"75","1",2024-01-16,"F16",1,"Raven","1F",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",13.6,22.2,0.4,NA,NA,"ENE",26,1899-12-31 09:32:00,16.4,80,8,"SE","9",1018,21.7,65,8,"NE",9,1013,"No",0,"No",0
